5613, jungle, byg:crag_gardens, WATER_AMBIENT, aquaculture:arapaima,10,1,1
11706, jungle, regions_unexplored:fungal_fen, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10159, swamp, regions_unexplored:giant_bayou, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
13750, taiga, regions_unexplored:golden_boreal_forest, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
12315, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10256, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
12869, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
13532, mountain, regions_unexplored:highland_fields, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
12178, icy, regions_unexplored:icy_desert, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
12025, icy, regions_unexplored:icy_heights, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
11039, desert, regions_unexplored:joshua_desert, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10638, plains, regions_unexplored:lupine_plains, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10794, underground, regions_unexplored:lush_delta, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10689, extreme_hills, regions_unexplored:lush_hills, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
11143, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
13131, forest, regions_unexplored:mauve_hills, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
11863, plains, regions_unexplored:meadow, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
13191, mountain, regions_unexplored:mountains, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
12649, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
13802, taiga, regions_unexplored:old_growth_boreal_forest, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
11590, jungle, regions_unexplored:old_growth_rainforest, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10363, forest, regions_unexplored:orchard, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
11814, desert, regions_unexplored:outback, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
13243, taiga, regions_unexplored:pine_forest, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
13080, mountain, regions_unexplored:pine_slopes, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
12816, plains, regions_unexplored:poppy_fields, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
12597, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10840, underground, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
11314, plains, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
11529, jungle, regions_unexplored:rainforest, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10052, underground, regions_unexplored:redstone_caves, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
13415, jungle, regions_unexplored:redwoods, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
13356, jungle, regions_unexplored:roofed_eucalyptus_forest, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
11768, desert, regions_unexplored:saguaro_desert, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
12215, underground, regions_unexplored:scorch, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
13027, plains, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
12969, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10206, forest, regions_unexplored:smouldering_woodland, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
13474, jungle, regions_unexplored:sparse_redwoods, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10426, icy, regions_unexplored:spires, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
11914, plains, regions_unexplored:steppe, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
12256, forest, regions_unexplored:temperate_grove, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
12426, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10097, jungle, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
11417, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
10990, mountain, regions_unexplored:wooded_arid_mountains, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
11967, forest, regions_unexplored:wooded_steppe, MONSTER, born_in_chaos_v1:mr_pumpkin,13,1,3
9278, forest, appletreesrev:apple_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
4430, plains, byg:allium_fields, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
4515, plains, byg:amaranth_fields, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
4683, forest, byg:aspen_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
4753, desert, byg:atacama_desert, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
7200, forest, byg:autumnal_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
7284, taiga, byg:autumnal_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
4809, plains, byg:autumnal_valley, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
5050, taiga, byg:black_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
5131, forest, byg:borealis_grove, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
5302, forest, byg:cherry_blossom_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
5393, forest, byg:cika_woods, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
6599, plains, byg:coconino_meadow, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
5478, taiga, byg:coniferous_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
6047, forest, byg:ebony_woods, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
7438, desert, byg:firecracker_shrubland, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
6130, forest, byg:forgotten_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
7912, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
7832, taiga, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
7754, taiga, byg:frosted_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
6379, mountain, byg:howling_peaks, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
6522, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
6679, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
6798, plains, byg:orchard, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
6882, plains, byg:prairie, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
6960, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
7045, desert, byg:red_rock_valley, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
7667, forest, byg:redwood_thicket, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
7118, plains, byg:rose_fields, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
7514, plains, byg:sierra_badlands, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
6223, plains, byg:temperate_grove, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
8278, forest, byg:temperate_rainforest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
8052, forest, byg:twilight_meadow, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
8142, forest, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
5983, desert, byg:windswept_desert, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
5923, desert, byg:windswept_dunes, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
8371, taiga, byg:zelkova_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
9832, forest, graveyard_biomes:eroded_haunted_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
9780, forest, graveyard_biomes:haunted_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
9883, forest, graveyard_biomes:haunted_lakes, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
2096, mesa, minecraft:badlands, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
735, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
826, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
392, desert, minecraft:desert, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
2169, mesa, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
643, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
553, forest, minecraft:forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
2591, mountain, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
2419, forest, minecraft:grove, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
2671, mountain, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
2333, mountain, minecraft:meadow, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
3858, mushroom, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
918, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
1007, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
1093, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
72, plains, minecraft:plains, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
2510, mountain, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
1259, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
2744, mountain, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
159, plains, minecraft:sunflower_plains, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
1176, taiga, minecraft:taiga, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
2251, mesa, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
10884, forest, regions_unexplored:alpha_grove, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
10940, mountain, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
11365, plains, regions_unexplored:autumnal_fields, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
12072, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
11475, taiga, regions_unexplored:autumnal_mixed_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
12760, plains, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
12534, forest, regions_unexplored:blackwood_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
12916, taiga, regions_unexplored:boreal_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
11089, taiga, regions_unexplored:canadian_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
11199, forest, regions_unexplored:cherry_hills, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
13693, taiga, regions_unexplored:cold_boreal_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
13584, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
10741, plains, regions_unexplored:flower_field, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
13749, taiga, regions_unexplored:golden_boreal_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
12314, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
13531, mountain, regions_unexplored:highland_fields, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
11038, desert, regions_unexplored:joshua_desert, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
10637, plains, regions_unexplored:lupine_plains, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
11142, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
13130, forest, regions_unexplored:mauve_hills, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
11862, plains, regions_unexplored:meadow, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
13190, mountain, regions_unexplored:mountains, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
13801, taiga, regions_unexplored:old_growth_boreal_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
10362, forest, regions_unexplored:orchard, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
11813, desert, regions_unexplored:outback, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
13242, taiga, regions_unexplored:pine_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
13079, mountain, regions_unexplored:pine_slopes, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
12815, plains, regions_unexplored:poppy_fields, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
12596, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
11313, plains, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
11767, desert, regions_unexplored:saguaro_desert, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
12968, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
10205, forest, regions_unexplored:smouldering_woodland, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
11913, plains, regions_unexplored:steppe, MONSTER, born_in_chaos_v1:nightmare_stalker,5,1,1
12255, forest, regions_unexplored:temperate_grove, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
11416, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
10989, mountain, regions_unexplored:wooded_arid_mountains, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
11966, forest, regions_unexplored:wooded_steppe, MONSTER, born_in_chaos_v1:nightmare_stalker,10,1,1
9277, forest, appletreesrev:apple_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
4429, plains, byg:allium_fields, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
4514, plains, byg:amaranth_fields, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
4597, savanna, byg:araucaria_savanna, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
4682, forest, byg:aspen_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
4752, desert, byg:atacama_desert, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7199, forest, byg:autumnal_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7283, taiga, byg:autumnal_taiga, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
4808, plains, byg:autumnal_valley, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
4880, savanna, byg:baobab_savanna, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
8540, beach, byg:basalt_barrera, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
4963, swamp, byg:bayou, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5049, taiga, byg:black_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5130, forest, byg:borealis_grove, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5217, extreme_hills, byg:canadian_shield, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6737, icy, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5301, forest, byg:cherry_blossom_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5392, forest, byg:cika_woods, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6598, plains, byg:coconino_meadow, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5477, taiga, byg:coniferous_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5565, jungle, byg:crag_gardens, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5650, swamp, byg:cypress_swamplands, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5852, extreme_hills, byg:dacite_ridges, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
8592, extreme_hills, byg:dacite_shore, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5796, ocean, byg:dead_sea, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6046, forest, byg:ebony_woods, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7437, desert, byg:firecracker_shrubland, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6129, forest, byg:forgotten_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7911, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7831, taiga, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7753, taiga, byg:frosted_taiga, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6306, jungle, byg:guiana_shield, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6378, mountain, byg:howling_peaks, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6438, jungle, byg:jacaranda_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5734, ocean, byg:lush_stacks, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6521, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6678, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6797, plains, byg:orchard, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6881, plains, byg:prairie, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
8489, beach, byg:rainbow_beach, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6959, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7044, desert, byg:red_rock_valley, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7666, forest, byg:redwood_thicket, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7117, plains, byg:rose_fields, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7363, icy, byg:shattered_glacier, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7513, plains, byg:sierra_badlands, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7583, extreme_hills, byg:skyris_vale, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
6222, plains, byg:temperate_grove, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
8277, forest, byg:temperate_rainforest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
7985, jungle, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
8051, forest, byg:twilight_meadow, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
8141, forest, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
8216, swamp, byg:white_mangrove_marshes, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
8437, beach, byg:windswept_beach, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5982, desert, byg:windswept_desert, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
5922, desert, byg:windswept_dunes, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
8370, taiga, byg:zelkova_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
9949, beach, graveyard_biomes:ancient_dead_coral_reef, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
9831, forest, graveyard_biomes:eroded_haunted_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
9779, forest, graveyard_biomes:haunted_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
9882, forest, graveyard_biomes:haunted_lakes, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2095, mesa, minecraft:badlands, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2009, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2972, beach, minecraft:beach, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
734, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3562, ocean, minecraft:cold_ocean, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
825, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3639, ocean, minecraft:deep_cold_ocean, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3796, ocean, minecraft:deep_frozen_ocean, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3347, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3491, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
391, desert, minecraft:desert, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3921, underground, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2168, mesa, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
642, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
552, forest, minecraft:forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3717, ocean, minecraft:frozen_ocean, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2590, mountain, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2896, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2418, forest, minecraft:grove, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
316, icy, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2670, mountain, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1837, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3274, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3990, underground, minecraft:lush_caves, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2332, mountain, minecraft:meadow, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3857, mushroom, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3420, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
917, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1006, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1092, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
71, plains, minecraft:plains, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2816, river, minecraft:river, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1340, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1424, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3050, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
242, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2509, mountain, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1258, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1923, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2743, mountain, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3131, beach, minecraft:stony_shore, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
158, plains, minecraft:sunflower_plains, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
465, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1175, taiga, minecraft:taiga, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
3204, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1674, extreme_hills, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1597, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1515, extreme_hills, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
1754, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
2250, mesa, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13852, underground, quark:glimmering_weald, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10883, forest, regions_unexplored:alpha_grove, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10939, mountain, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11364, plains, regions_unexplored:autumnal_fields, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12071, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11474, taiga, regions_unexplored:autumnal_mixed_taiga, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10519, jungle, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10579, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12759, plains, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12369, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10005, underground, regions_unexplored:bioshroom_caves, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12533, forest, regions_unexplored:blackwood_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12915, taiga, regions_unexplored:boreal_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11088, taiga, regions_unexplored:canadian_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11259, beach, regions_unexplored:chalk_cliffs, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11198, forest, regions_unexplored:cherry_hills, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13692, taiga, regions_unexplored:cold_boreal_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
